id;nombre;tipo_profesional;edad;antiguedad;tipo_contrato;turno_asignado;opcion_turno;preferencia;elegible_turno
631;Profesional_631;enfermero;59;2290;reemplazo;3er_turno;3er_turno;2;0
631;Profesional_631;enfermero;59;2290;reemplazo;3er_turno;4to_turno;2;0
631;Profesional_631;enfermero;59;2290;reemplazo;3er_turno;diurno;2;0
2759;Profesional_2759;enfermero;53;2985;contratado;4to_turno;4to_turno;3;30
2764;Profesional_2764;enfermero;53;1878;contratado;4to_turno;4to_turno;3;30
2965;Profesional_2965;auxiliar;53;3409;contratado;4to_turno;4to_turno;3;30
633;Profesional_633;auxiliar;51;360;contratado;3er_turno;3er_turno;4;0
633;Profesional_633;auxiliar;51;360;contratado;3er_turno;4to_turno;4;0
633;Profesional_633;auxiliar;51;360;contratado;3er_turno;diurno;4;0
634;Profesional_634;enfermero;44;1346;reemplazo;4to_turno;3er_turno;2;0
3069;Profesional_3069;enfermero;28;1418;reemplazo;4to_turno;4to_turno;1;65
634;Profesional_634;enfermero;44;1346;reemplazo;4to_turno;diurno;2;0
635;Profesional_635;auxiliar;40;2988;contratado;3er_turno;3er_turno;3;0
635;Profesional_635;auxiliar;40;2988;contratado;3er_turno;4to_turno;3;0
635;Profesional_635;auxiliar;40;2988;contratado;3er_turno;diurno;3;0
636;Profesional_636;matrona;51;3626;reemplazo;4to_turno;3er_turno;3;0
3079;Profesional_3079;kinesiólogo;27;556;reemplazo;4to_turno;4to_turno;3;75
636;Profesional_636;matrona;51;3626;reemplazo;4to_turno;diurno;3;0
637;Profesional_637;matrona;49;834;contratado;3er_turno;3er_turno;5;0
637;Profesional_637;matrona;49;834;contratado;3er_turno;4to_turno;5;0
637;Profesional_637;matrona;49;834;contratado;3er_turno;diurno;5;0
575;Profesional_575;kinesiólogo;52;7;contratado;4to_turno;4to_turno;5;30
1855;Profesional_1855;matrona;52;308;contratado;4to_turno;4to_turno;5;30
2891;Profesional_2891;enfermero;52;1442;contratado;4to_turno;4to_turno;5;30
1175;Profesional_1175;enfermero;52;2420;contratado;4to_turno;4to_turno;3;30
489;Profesional_489;enfermero;51;63;contratado;4to_turno;4to_turno;5;30
521;Profesional_521;enfermero;51;298;contratado;4to_turno;4to_turno;5;30
640;Profesional_640;matrona;60;1564;reemplazo;4to_turno;3er_turno;1;0
3143;Profesional_3143;matrona;25;1069;reemplazo;4to_turno;4to_turno;5;75
640;Profesional_640;matrona;60;1564;reemplazo;4to_turno;diurno;1;0
641;Profesional_641;auxiliar;35;3502;reemplazo;4to_turno;3er_turno;5;0
3269;Profesional_3269;auxiliar;25;1788;reemplazo;4to_turno;4to_turno;3;75
641;Profesional_641;auxiliar;35;3502;reemplazo;4to_turno;diurno;5;0
642;Profesional_642;enfermero;34;2547;reemplazo;4to_turno;3er_turno;5;0
13;Profesional_13;enfermero;34;233;reemplazo;4to_turno;4to_turno;4;70
642;Profesional_642;enfermero;34;2547;reemplazo;4to_turno;diurno;5;0
643;Profesional_643;matrona;29;1329;contratado;diurno;3er_turno;1;0
643;Profesional_643;matrona;29;1329;contratado;diurno;4to_turno;1;0
643;Profesional_643;matrona;29;1329;contratado;diurno;diurno;1;0
644;Profesional_644;kinesiólogo;60;818;contratado;diurno;3er_turno;3;0
644;Profesional_644;kinesiólogo;60;818;contratado;diurno;4to_turno;3;0
644;Profesional_644;kinesiólogo;60;818;contratado;diurno;diurno;3;0
645;Profesional_645;kinesiólogo;57;3327;reemplazo;4to_turno;3er_turno;1;0
30;Profesional_30;enfermero;51;853;reemplazo;4to_turno;4to_turno;4;70
645;Profesional_645;kinesiólogo;57;3327;reemplazo;4to_turno;diurno;1;0
646;Profesional_646;enfermero;57;3255;contratado;3er_turno;3er_turno;1;0
646;Profesional_646;enfermero;57;3255;contratado;3er_turno;4to_turno;1;0
646;Profesional_646;enfermero;57;3255;contratado;3er_turno;diurno;1;0
647;Profesional_647;matrona;49;465;reemplazo;4to_turno;3er_turno;2;0
261;Profesional_261;kinesiólogo;25;3509;reemplazo;4to_turno;4to_turno;4;70
647;Profesional_647;matrona;49;465;reemplazo;4to_turno;diurno;2;0
648;Profesional_648;matrona;27;144;reemplazo;3er_turno;3er_turno;2;0
648;Profesional_648;matrona;27;144;reemplazo;3er_turno;4to_turno;2;0
648;Profesional_648;matrona;27;144;reemplazo;3er_turno;diurno;2;0
649;Profesional_649;enfermero;29;2568;contratado;3er_turno;3er_turno;3;0
649;Profesional_649;enfermero;29;2568;contratado;3er_turno;4to_turno;3;0
649;Profesional_649;enfermero;29;2568;contratado;3er_turno;diurno;3;0
650;Profesional_650;enfermero;54;1744;contratado;diurno;3er_turno;4;0
650;Profesional_650;enfermero;54;1744;contratado;diurno;4to_turno;4;0
650;Profesional_650;enfermero;54;1744;contratado;diurno;diurno;4;0
651;Profesional_651;matrona;44;535;contratado;diurno;3er_turno;5;0
651;Profesional_651;matrona;44;535;contratado;diurno;4to_turno;5;0
651;Profesional_651;matrona;44;535;contratado;diurno;diurno;5;0
1478;Profesional_1478;auxiliar;51;869;contratado;4to_turno;4to_turno;5;30
2128;Profesional_2128;enfermero;51;1547;contratado;4to_turno;4to_turno;5;30
2361;Profesional_2361;matrona;51;1251;contratado;4to_turno;4to_turno;5;30
653;Profesional_653;enfermero;50;1655;reemplazo;4to_turno;3er_turno;3;0
463;Profesional_463;enfermero;28;3251;reemplazo;4to_turno;4to_turno;4;70
653;Profesional_653;enfermero;50;1655;reemplazo;4to_turno;diurno;3;0
654;Profesional_654;auxiliar;57;1523;reemplazo;3er_turno;3er_turno;2;0
654;Profesional_654;auxiliar;57;1523;reemplazo;3er_turno;4to_turno;2;0
654;Profesional_654;auxiliar;57;1523;reemplazo;3er_turno;diurno;2;0
655;Profesional_655;matrona;30;40;reemplazo;4to_turno;3er_turno;2;0
988;Profesional_988;enfermero;27;1970;reemplazo;4to_turno;4to_turno;5;70
655;Profesional_655;matrona;30;40;reemplazo;4to_turno;diurno;2;0
656;Profesional_656;enfermero;27;2497;contratado;3er_turno;3er_turno;3;0
656;Profesional_656;enfermero;27;2497;contratado;3er_turno;4to_turno;3;0
656;Profesional_656;enfermero;27;2497;contratado;3er_turno;diurno;3;0
657;Profesional_657;enfermero;41;1102;reemplazo;4to_turno;3er_turno;4;0
1311;Profesional_1311;auxiliar;27;2678;reemplazo;4to_turno;4to_turno;4;70
657;Profesional_657;enfermero;41;1102;reemplazo;4to_turno;diurno;4;0
658;Profesional_658;enfermero;58;850;reemplazo;diurno;3er_turno;4;0
658;Profesional_658;enfermero;58;850;reemplazo;diurno;4to_turno;4;0
658;Profesional_658;enfermero;58;850;reemplazo;diurno;diurno;4;0
659;Profesional_659;kinesiólogo;48;3120;contratado;diurno;3er_turno;1;0
659;Profesional_659;kinesiólogo;48;3120;contratado;diurno;4to_turno;1;0
659;Profesional_659;kinesiólogo;48;3120;contratado;diurno;diurno;1;0
660;Profesional_660;matrona;37;2656;reemplazo;4to_turno;3er_turno;2;0
1358;Profesional_1358;matrona;27;3082;reemplazo;4to_turno;4to_turno;4;70
660;Profesional_660;matrona;37;2656;reemplazo;4to_turno;diurno;2;0
661;Profesional_661;enfermero;29;996;reemplazo;3er_turno;3er_turno;3;0
661;Profesional_661;enfermero;29;996;reemplazo;3er_turno;4to_turno;3;0
661;Profesional_661;enfermero;29;996;reemplazo;3er_turno;diurno;3;0
3208;Profesional_3208;kinesiólogo;51;953;contratado;4to_turno;4to_turno;5;30
1093;Profesional_1093;enfermero;51;2966;contratado;4to_turno;4to_turno;3;30
1910;Profesional_1910;matrona;51;2521;contratado;4to_turno;4to_turno;3;30
663;Profesional_663;enfermero;59;1105;contratado;diurno;3er_turno;3;0
663;Profesional_663;enfermero;59;1105;contratado;diurno;4to_turno;3;0
663;Profesional_663;enfermero;59;1105;contratado;diurno;diurno;3;0
664;Profesional_664;matrona;30;2474;contratado;diurno;3er_turno;3;0
664;Profesional_664;matrona;30;2474;contratado;diurno;4to_turno;3;0
664;Profesional_664;matrona;30;2474;contratado;diurno;diurno;3;0
24;Profesional_24;enfermero;57;3396;contratado;4to_turno;4to_turno;3;25
293;Profesional_293;enfermero;50;2971;contratado;4to_turno;4to_turno;2;25
396;Profesional_396;matrona;50;3638;contratado;4to_turno;4to_turno;3;25
666;Profesional_666;enfermero;39;410;contratado;3er_turno;3er_turno;5;0
666;Profesional_666;enfermero;39;410;contratado;3er_turno;4to_turno;5;0
666;Profesional_666;enfermero;39;410;contratado;3er_turno;diurno;5;0
667;Profesional_667;auxiliar;36;234;contratado;diurno;3er_turno;3;0
667;Profesional_667;auxiliar;36;234;contratado;diurno;4to_turno;3;0
667;Profesional_667;auxiliar;36;234;contratado;diurno;diurno;3;0
668;Profesional_668;kinesiólogo;57;124;reemplazo;diurno;3er_turno;2;0
668;Profesional_668;kinesiólogo;57;124;reemplazo;diurno;4to_turno;2;0
668;Profesional_668;kinesiólogo;57;124;reemplazo;diurno;diurno;2;0
669;Profesional_669;matrona;54;2469;reemplazo;diurno;3er_turno;2;0
669;Profesional_669;matrona;54;2469;reemplazo;diurno;4to_turno;2;0
669;Profesional_669;matrona;54;2469;reemplazo;diurno;diurno;2;0
670;Profesional_670;enfermero;57;1040;reemplazo;4to_turno;3er_turno;1;0
1908;Profesional_1908;kinesiólogo;25;2127;reemplazo;4to_turno;4to_turno;5;70
670;Profesional_670;enfermero;57;1040;reemplazo;4to_turno;diurno;1;0
502;Profesional_502;kinesiólogo;50;2429;contratado;4to_turno;4to_turno;3;25
814;Profesional_814;auxiliar;50;2322;contratado;4to_turno;4to_turno;2;25
1935;Profesional_1935;kinesiólogo;50;2121;contratado;4to_turno;4to_turno;2;25
672;Profesional_672;enfermero;37;3050;reemplazo;3er_turno;3er_turno;3;0
672;Profesional_672;enfermero;37;3050;reemplazo;3er_turno;4to_turno;3;0
672;Profesional_672;enfermero;37;3050;reemplazo;3er_turno;diurno;3;0
673;Profesional_673;enfermero;26;3065;reemplazo;diurno;3er_turno;4;0
673;Profesional_673;enfermero;26;3065;reemplazo;diurno;4to_turno;4;0
673;Profesional_673;enfermero;26;3065;reemplazo;diurno;diurno;4;0
674;Profesional_674;matrona;54;1213;reemplazo;diurno;3er_turno;5;0
674;Profesional_674;matrona;54;1213;reemplazo;diurno;4to_turno;5;0
674;Profesional_674;matrona;54;1213;reemplazo;diurno;diurno;5;0
675;Profesional_675;enfermero;36;1759;contratado;diurno;3er_turno;1;0
675;Profesional_675;enfermero;36;1759;contratado;diurno;4to_turno;1;0
675;Profesional_675;enfermero;36;1759;contratado;diurno;diurno;1;0
676;Profesional_676;matrona;32;164;contratado;diurno;3er_turno;2;0
676;Profesional_676;matrona;32;164;contratado;diurno;4to_turno;2;0
676;Profesional_676;matrona;32;164;contratado;diurno;diurno;2;0
677;Profesional_677;enfermero;51;1466;contratado;3er_turno;3er_turno;5;0
677;Profesional_677;enfermero;51;1466;contratado;3er_turno;4to_turno;5;0
677;Profesional_677;enfermero;51;1466;contratado;3er_turno;diurno;5;0
678;Profesional_678;enfermero;41;3638;reemplazo;diurno;3er_turno;5;0
678;Profesional_678;enfermero;41;3638;reemplazo;diurno;4to_turno;5;0
678;Profesional_678;enfermero;41;3638;reemplazo;diurno;diurno;5;0
679;Profesional_679;enfermero;60;2909;contratado;diurno;3er_turno;2;0
679;Profesional_679;enfermero;60;2909;contratado;diurno;4to_turno;2;0
679;Profesional_679;enfermero;60;2909;contratado;diurno;diurno;2;0
3145;Profesional_3145;matrona;50;1918;contratado;4to_turno;4to_turno;1;25
3270;Profesional_3270;matrona;50;3025;contratado;4to_turno;4to_turno;3;25
3315;Profesional_3315;enfermero;50;1954;contratado;4to_turno;4to_turno;3;25
681;Profesional_681;auxiliar;58;2551;contratado;diurno;3er_turno;1;0
681;Profesional_681;auxiliar;58;2551;contratado;diurno;4to_turno;1;0
681;Profesional_681;auxiliar;58;2551;contratado;diurno;diurno;1;0
682;Profesional_682;kinesiólogo;38;2697;contratado;3er_turno;3er_turno;4;0
682;Profesional_682;kinesiólogo;38;2697;contratado;3er_turno;4to_turno;4;0
682;Profesional_682;kinesiólogo;38;2697;contratado;3er_turno;diurno;4;0
683;Profesional_683;enfermero;27;1004;contratado;diurno;3er_turno;3;0
683;Profesional_683;enfermero;27;1004;contratado;diurno;4to_turno;3;0
683;Profesional_683;enfermero;27;1004;contratado;diurno;diurno;3;0
684;Profesional_684;enfermero;25;2395;reemplazo;3er_turno;3er_turno;2;0
684;Profesional_684;enfermero;25;2395;reemplazo;3er_turno;4to_turno;2;0
684;Profesional_684;enfermero;25;2395;reemplazo;3er_turno;diurno;2;0
685;Profesional_685;matrona;53;3063;reemplazo;4to_turno;3er_turno;2;0
2085;Profesional_2085;kinesiólogo;25;2493;reemplazo;4to_turno;4to_turno;4;70
685;Profesional_685;matrona;53;3063;reemplazo;4to_turno;diurno;2;0
686;Profesional_686;auxiliar;45;1353;reemplazo;diurno;3er_turno;5;0
686;Profesional_686;auxiliar;45;1353;reemplazo;diurno;4to_turno;5;0
686;Profesional_686;auxiliar;45;1353;reemplazo;diurno;diurno;5;0
232;Profesional_232;auxiliar;49;2787;contratado;4to_turno;4to_turno;1;25
426;Profesional_426;kinesiólogo;49;3011;contratado;4to_turno;4to_turno;2;25
1848;Profesional_1848;kinesiólogo;49;3192;contratado;4to_turno;4to_turno;3;25
688;Profesional_688;enfermero;37;1673;reemplazo;3er_turno;3er_turno;2;0
688;Profesional_688;enfermero;37;1673;reemplazo;3er_turno;4to_turno;2;0
688;Profesional_688;enfermero;37;1673;reemplazo;3er_turno;diurno;2;0
689;Profesional_689;auxiliar;54;2576;reemplazo;3er_turno;3er_turno;4;0
689;Profesional_689;auxiliar;54;2576;reemplazo;3er_turno;4to_turno;4;0
689;Profesional_689;auxiliar;54;2576;reemplazo;3er_turno;diurno;4;0
690;Profesional_690;enfermero;53;2740;reemplazo;diurno;3er_turno;5;0
690;Profesional_690;enfermero;53;2740;reemplazo;diurno;4to_turno;5;0
690;Profesional_690;enfermero;53;2740;reemplazo;diurno;diurno;5;0
691;Profesional_691;matrona;28;244;contratado;diurno;3er_turno;1;0
691;Profesional_691;matrona;28;244;contratado;diurno;4to_turno;1;0
691;Profesional_691;matrona;28;244;contratado;diurno;diurno;1;0
692;Profesional_692;auxiliar;35;635;reemplazo;diurno;3er_turno;3;0
692;Profesional_692;auxiliar;35;635;reemplazo;diurno;4to_turno;3;0
692;Profesional_692;auxiliar;35;635;reemplazo;diurno;diurno;3;0
693;Profesional_693;enfermero;26;1529;reemplazo;3er_turno;3er_turno;1;0
693;Profesional_693;enfermero;26;1529;reemplazo;3er_turno;4to_turno;1;0
693;Profesional_693;enfermero;26;1529;reemplazo;3er_turno;diurno;1;0
2043;Profesional_2043;enfermero;49;3348;contratado;4to_turno;4to_turno;3;25
2540;Profesional_2540;kinesiólogo;49;2448;contratado;4to_turno;4to_turno;1;25
2913;Profesional_2913;auxiliar;49;3646;contratado;4to_turno;4to_turno;3;25
3298;Profesional_3298;matrona;49;3252;contratado;4to_turno;4to_turno;3;25
296;Profesional_296;auxiliar;48;3537;contratado;4to_turno;4to_turno;2;25
1574;Profesional_1574;matrona;48;3240;contratado;4to_turno;4to_turno;1;25
696;Profesional_696;kinesiólogo;30;3106;reemplazo;3er_turno;3er_turno;5;0
696;Profesional_696;kinesiólogo;30;3106;reemplazo;3er_turno;4to_turno;5;0
696;Profesional_696;kinesiólogo;30;3106;reemplazo;3er_turno;diurno;5;0
697;Profesional_697;kinesiólogo;42;2803;reemplazo;3er_turno;3er_turno;4;0
697;Profesional_697;kinesiólogo;42;2803;reemplazo;3er_turno;4to_turno;4;0
697;Profesional_697;kinesiólogo;42;2803;reemplazo;3er_turno;diurno;4;0
1874;Profesional_1874;auxiliar;48;2731;contratado;4to_turno;4to_turno;1;25
1986;Profesional_1986;kinesiólogo;48;2120;contratado;4to_turno;4to_turno;1;25
1074;Profesional_1074;enfermero;47;2611;contratado;4to_turno;4to_turno;1;25
699;Profesional_699;auxiliar;53;708;contratado;diurno;3er_turno;5;0
699;Profesional_699;auxiliar;53;708;contratado;diurno;4to_turno;5;0
699;Profesional_699;auxiliar;53;708;contratado;diurno;diurno;5;0
1724;Profesional_1724;matrona;47;3156;contratado;4to_turno;4to_turno;3;25
1811;Profesional_1811;auxiliar;47;3639;contratado;4to_turno;4to_turno;3;25
2910;Profesional_2910;auxiliar;47;1953;contratado;4to_turno;4to_turno;2;25
701;Profesional_701;auxiliar;45;2160;contratado;3er_turno;3er_turno;1;0
701;Profesional_701;auxiliar;45;2160;contratado;3er_turno;4to_turno;1;0
701;Profesional_701;auxiliar;45;2160;contratado;3er_turno;diurno;1;0
1820;Profesional_1820;enfermero;46;1895;contratado;4to_turno;4to_turno;3;25
1990;Profesional_1990;kinesiólogo;46;3634;contratado;4to_turno;4to_turno;1;25
2347;Profesional_2347;kinesiólogo;46;3166;contratado;4to_turno;4to_turno;1;25
703;Profesional_703;kinesiólogo;48;3034;reemplazo;3er_turno;3er_turno;1;0
703;Profesional_703;kinesiólogo;48;3034;reemplazo;3er_turno;4to_turno;1;0
703;Profesional_703;kinesiólogo;48;3034;reemplazo;3er_turno;diurno;1;0
704;Profesional_704;auxiliar;30;2428;contratado;diurno;3er_turno;1;0
704;Profesional_704;auxiliar;30;2428;contratado;diurno;4to_turno;1;0
704;Profesional_704;auxiliar;30;2428;contratado;diurno;diurno;1;0
705;Profesional_705;enfermero;40;1039;reemplazo;3er_turno;3er_turno;2;0
705;Profesional_705;enfermero;40;1039;reemplazo;3er_turno;4to_turno;2;0
705;Profesional_705;enfermero;40;1039;reemplazo;3er_turno;diurno;2;0
706;Profesional_706;enfermero;27;31;reemplazo;4to_turno;3er_turno;4;0
2214;Profesional_2214;auxiliar;27;2720;reemplazo;4to_turno;4to_turno;5;70
706;Profesional_706;enfermero;27;31;reemplazo;4to_turno;diurno;4;0
707;Profesional_707;enfermero;48;1005;reemplazo;3er_turno;3er_turno;4;0
707;Profesional_707;enfermero;48;1005;reemplazo;3er_turno;4to_turno;4;0
707;Profesional_707;enfermero;48;1005;reemplazo;3er_turno;diurno;4;0
708;Profesional_708;enfermero;38;284;contratado;diurno;3er_turno;3;0
708;Profesional_708;enfermero;38;284;contratado;diurno;4to_turno;3;0
708;Profesional_708;enfermero;38;284;contratado;diurno;diurno;3;0
709;Profesional_709;enfermero;39;1749;reemplazo;3er_turno;3er_turno;5;0
709;Profesional_709;enfermero;39;1749;reemplazo;3er_turno;4to_turno;5;0
709;Profesional_709;enfermero;39;1749;reemplazo;3er_turno;diurno;5;0
710;Profesional_710;auxiliar;56;2613;contratado;diurno;3er_turno;4;0
710;Profesional_710;auxiliar;56;2613;contratado;diurno;4to_turno;4;0
710;Profesional_710;auxiliar;56;2613;contratado;diurno;diurno;4;0
711;Profesional_711;enfermero;32;1130;reemplazo;diurno;3er_turno;2;0
711;Profesional_711;enfermero;32;1130;reemplazo;diurno;4to_turno;2;0
711;Profesional_711;enfermero;32;1130;reemplazo;diurno;diurno;2;0
712;Profesional_712;auxiliar;58;1840;reemplazo;diurno;3er_turno;3;0
712;Profesional_712;auxiliar;58;1840;reemplazo;diurno;4to_turno;3;0
712;Profesional_712;auxiliar;58;1840;reemplazo;diurno;diurno;3;0
713;Profesional_713;matrona;58;1769;contratado;3er_turno;3er_turno;5;0
713;Profesional_713;matrona;58;1769;contratado;3er_turno;4to_turno;5;0
713;Profesional_713;matrona;58;1769;contratado;3er_turno;diurno;5;0
714;Profesional_714;auxiliar;51;556;contratado;diurno;3er_turno;2;0
714;Profesional_714;auxiliar;51;556;contratado;diurno;4to_turno;2;0
714;Profesional_714;auxiliar;51;556;contratado;diurno;diurno;2;0
715;Profesional_715;enfermero;28;1522;contratado;3er_turno;3er_turno;4;0
715;Profesional_715;enfermero;28;1522;contratado;3er_turno;4to_turno;4;0
715;Profesional_715;enfermero;28;1522;contratado;3er_turno;diurno;4;0
716;Profesional_716;enfermero;46;3536;contratado;diurno;3er_turno;2;0
716;Profesional_716;enfermero;46;3536;contratado;diurno;4to_turno;2;0
716;Profesional_716;enfermero;46;3536;contratado;diurno;diurno;2;0
717;Profesional_717;matrona;59;113;contratado;diurno;3er_turno;2;0
717;Profesional_717;matrona;59;113;contratado;diurno;4to_turno;2;0
717;Profesional_717;matrona;59;113;contratado;diurno;diurno;2;0
718;Profesional_718;kinesiólogo;29;469;contratado;3er_turno;3er_turno;2;0
718;Profesional_718;kinesiólogo;29;469;contratado;3er_turno;4to_turno;2;0
718;Profesional_718;kinesiólogo;29;469;contratado;3er_turno;diurno;2;0
719;Profesional_719;enfermero;44;329;reemplazo;4to_turno;3er_turno;1;0
2331;Profesional_2331;enfermero;25;3266;reemplazo;4to_turno;4to_turno;5;70
719;Profesional_719;enfermero;44;329;reemplazo;4to_turno;diurno;1;0
720;Profesional_720;enfermero;49;480;reemplazo;diurno;3er_turno;1;0
720;Profesional_720;enfermero;49;480;reemplazo;diurno;4to_turno;1;0
720;Profesional_720;enfermero;49;480;reemplazo;diurno;diurno;1;0
721;Profesional_721;matrona;58;1725;reemplazo;3er_turno;3er_turno;4;0
721;Profesional_721;matrona;58;1725;reemplazo;3er_turno;4to_turno;4;0
721;Profesional_721;matrona;58;1725;reemplazo;3er_turno;diurno;4;0
2365;Profesional_2365;enfermero;46;2838;contratado;4to_turno;4to_turno;1;25
3235;Profesional_3235;enfermero;46;2717;contratado;4to_turno;4to_turno;2;25
175;Profesional_175;auxiliar;45;3195;contratado;4to_turno;4to_turno;3;25
723;Profesional_723;kinesiólogo;55;1893;reemplazo;diurno;3er_turno;2;0
723;Profesional_723;kinesiólogo;55;1893;reemplazo;diurno;4to_turno;2;0
723;Profesional_723;kinesiólogo;55;1893;reemplazo;diurno;diurno;2;0
724;Profesional_724;enfermero;38;3629;reemplazo;diurno;3er_turno;1;0
724;Profesional_724;enfermero;38;3629;reemplazo;diurno;4to_turno;1;0
724;Profesional_724;enfermero;38;3629;reemplazo;diurno;diurno;1;0
289;Profesional_289;matrona;45;2731;contratado;4to_turno;4to_turno;2;25
2642;Profesional_2642;enfermero;45;2848;contratado;4to_turno;4to_turno;3;25
3185;Profesional_3185;auxiliar;45;3517;contratado;4to_turno;4to_turno;2;25
726;Profesional_726;enfermero;41;1033;reemplazo;4to_turno;3er_turno;1;0
2443;Profesional_2443;enfermero;29;2897;reemplazo;4to_turno;4to_turno;5;70
726;Profesional_726;enfermero;41;1033;reemplazo;4to_turno;diurno;1;0
1049;Profesional_1049;kinesiólogo;43;3130;contratado;4to_turno;4to_turno;1;25
245;Profesional_245;matrona;42;3585;contratado;4to_turno;4to_turno;3;25
2172;Profesional_2172;auxiliar;42;3027;contratado;4to_turno;4to_turno;1;25
728;Profesional_728;matrona;25;2503;reemplazo;3er_turno;3er_turno;2;0
728;Profesional_728;matrona;25;2503;reemplazo;3er_turno;4to_turno;2;0
728;Profesional_728;matrona;25;2503;reemplazo;3er_turno;diurno;2;0
3024;Profesional_3024;auxiliar;42;2065;contratado;4to_turno;4to_turno;1;25
83;Profesional_83;auxiliar;41;2882;contratado;4to_turno;4to_turno;3;25
807;Profesional_807;enfermero;41;3639;contratado;4to_turno;4to_turno;1;25
730;Profesional_730;auxiliar;26;3282;reemplazo;diurno;3er_turno;3;0
730;Profesional_730;auxiliar;26;3282;reemplazo;diurno;4to_turno;3;0
730;Profesional_730;auxiliar;26;3282;reemplazo;diurno;diurno;3;0
731;Profesional_731;matrona;26;2829;reemplazo;3er_turno;3er_turno;2;0
731;Profesional_731;matrona;26;2829;reemplazo;3er_turno;4to_turno;2;0
731;Profesional_731;matrona;26;2829;reemplazo;3er_turno;diurno;2;0
732;Profesional_732;enfermero;59;817;contratado;3er_turno;3er_turno;2;0
732;Profesional_732;enfermero;59;817;contratado;3er_turno;4to_turno;2;0
732;Profesional_732;enfermero;59;817;contratado;3er_turno;diurno;2;0
1234;Profesional_1234;matrona;41;2719;contratado;4to_turno;4to_turno;1;25
1289;Profesional_1289;auxiliar;41;2727;contratado;4to_turno;4to_turno;1;25
1339;Profesional_1339;enfermero;41;3443;contratado;4to_turno;4to_turno;3;25
1653;Profesional_1653;enfermero;41;2328;contratado;4to_turno;4to_turno;2;25
2583;Profesional_2583;matrona;41;3357;contratado;4to_turno;4to_turno;2;25
2804;Profesional_2804;matrona;41;3279;contratado;4to_turno;4to_turno;1;25
735;Profesional_735;enfermero;36;948;reemplazo;4to_turno;3er_turno;2;0
2601;Profesional_2601;enfermero;26;2349;reemplazo;4to_turno;4to_turno;4;70
735;Profesional_735;enfermero;36;948;reemplazo;4to_turno;diurno;2;0
736;Profesional_736;enfermero;53;2921;contratado;diurno;3er_turno;1;0
736;Profesional_736;enfermero;53;2921;contratado;diurno;4to_turno;1;0
736;Profesional_736;enfermero;53;2921;contratado;diurno;diurno;1;0
737;Profesional_737;enfermero;42;921;contratado;3er_turno;3er_turno;3;0
737;Profesional_737;enfermero;42;921;contratado;3er_turno;4to_turno;3;0
737;Profesional_737;enfermero;42;921;contratado;3er_turno;diurno;3;0
738;Profesional_738;kinesiólogo;39;3340;reemplazo;4to_turno;3er_turno;1;0
3003;Profesional_3003;auxiliar;25;2203;reemplazo;4to_turno;4to_turno;4;70
738;Profesional_738;kinesiólogo;39;3340;reemplazo;4to_turno;diurno;1;0
739;Profesional_739;auxiliar;34;2936;reemplazo;3er_turno;3er_turno;4;0
739;Profesional_739;auxiliar;34;2936;reemplazo;3er_turno;4to_turno;4;0
739;Profesional_739;auxiliar;34;2936;reemplazo;3er_turno;diurno;4;0
740;Profesional_740;auxiliar;38;998;reemplazo;3er_turno;3er_turno;5;0
740;Profesional_740;auxiliar;38;998;reemplazo;3er_turno;4to_turno;5;0
740;Profesional_740;auxiliar;38;998;reemplazo;3er_turno;diurno;5;0
741;Profesional_741;kinesiólogo;52;3189;reemplazo;4to_turno;3er_turno;5;0
3156;Profesional_3156;matrona;25;2182;reemplazo;4to_turno;4to_turno;4;70
741;Profesional_741;kinesiólogo;52;3189;reemplazo;4to_turno;diurno;5;0
200;Profesional_200;enfermero;40;2027;contratado;4to_turno;4to_turno;2;25
412;Profesional_412;enfermero;40;3334;contratado;4to_turno;4to_turno;1;25
544;Profesional_544;enfermero;40;2490;contratado;4to_turno;4to_turno;1;25
743;Profesional_743;auxiliar;26;363;contratado;3er_turno;3er_turno;1;0
743;Profesional_743;auxiliar;26;363;contratado;3er_turno;4to_turno;1;0
743;Profesional_743;auxiliar;26;363;contratado;3er_turno;diurno;1;0
744;Profesional_744;enfermero;55;565;contratado;3er_turno;3er_turno;1;0
744;Profesional_744;enfermero;55;565;contratado;3er_turno;4to_turno;1;0
744;Profesional_744;enfermero;55;565;contratado;3er_turno;diurno;1;0
632;Profesional_632;enfermero;40;1888;contratado;4to_turno;4to_turno;1;25
1721;Profesional_1721;enfermero;40;2827;contratado;4to_turno;4to_turno;1;25
2745;Profesional_2745;enfermero;40;3530;contratado;4to_turno;4to_turno;3;25
746;Profesional_746;enfermero;28;1044;contratado;diurno;3er_turno;3;0
746;Profesional_746;enfermero;28;1044;contratado;diurno;4to_turno;3;0
746;Profesional_746;enfermero;28;1044;contratado;diurno;diurno;3;0
747;Profesional_747;auxiliar;39;1710;reemplazo;3er_turno;3er_turno;4;0
747;Profesional_747;auxiliar;39;1710;reemplazo;3er_turno;4to_turno;4;0
747;Profesional_747;auxiliar;39;1710;reemplazo;3er_turno;diurno;4;0
748;Profesional_748;enfermero;32;506;reemplazo;diurno;3er_turno;1;0
748;Profesional_748;enfermero;32;506;reemplazo;diurno;4to_turno;1;0
748;Profesional_748;enfermero;32;506;reemplazo;diurno;diurno;1;0
749;Profesional_749;enfermero;34;3374;reemplazo;diurno;3er_turno;4;0
